id	filename	md5	size	state
65789479-e81b-4169-9627-0223d17aa814	0196bd59-8bff-46da-a06a-4114fb1ffdb6.wxs.aliquot_ensemble_raw.maf.gz	31201551b1daa24256b69a9e27712089	84917	released
3854c824-dc8f-4a25-9c4d-5911f3deca10	50473d0b-6103-4da0-a6aa-348d65f991f7.wxs.aliquot_ensemble_raw.maf.gz	b29cdec9c0e2ac685241e14f5b325940	83929	released
492118c4-29f8-41f5-a5d6-43c7e08e3e0b	685a6b26-e270-4683-aebe-611c946a3dba.wxs.aliquot_ensemble_raw.maf.gz	b2f1660fa76e7dbbdd196f2e231ea6f5	75606	released
5516ee24-1714-4187-a871-12881bb5ebc8	ef0a4a4f-60a3-4ea4-b836-0547026d32c7.wxs.aliquot_ensemble_raw.maf.gz	2ae25861224e9bd6ed8bda563884d737	157899	released
1237fd21-c154-486d-a062-9bba6bc2bfd8	be898971-7e06-4c41-a5ab-cae1860a19fb.wxs.aliquot_ensemble_raw.maf.gz	16e69de61372329fc9e0027a5a361024	95892	released
107205eb-bf65-434a-8bf7-9ff7fc147b89	fb688467-91aa-4321-95f0-a38444338584.wxs.aliquot_ensemble_raw.maf.gz	8cc1ff43a5cab3ccd5e2a58c33299411	103866	released
bef66563-b7f3-4fb0-b9d6-edb8739a261b	123c7e5a-f6d5-45a9-99c6-cde57849ebab.wxs.aliquot_ensemble_raw.maf.gz	d46fb858f3e755f46b9063c59ce80ad1	1215407	released
6a495a24-0c22-41ff-82d1-8430be57d72d	4e0e8e8d-425d-4046-a4c1-0ae04f7adff0.wxs.aliquot_ensemble_raw.maf.gz	d9bf461c25cd89414e7cae57cc1c733e	656316	released
cf552532-5c41-49e4-925e-464ad2a65e41	2f2bb436-47e8-4f0e-840f-13073e79be16.wxs.aliquot_ensemble_raw.maf.gz	cc7113f4d1ba558870a470fc461d4d5f	86117	released
b4ef55b1-c187-40ef-9cde-f7cc892c1318	fe36c53b-029a-473c-9277-aa9663cb020e.wxs.aliquot_ensemble_raw.maf.gz	940993085b4e41733979f7a029411d34	344002	released
36038903-ff38-4c3e-8300-8f47e23f9865	ac319195-ba93-42e2-84bf-14025f4f66d6.wxs.aliquot_ensemble_raw.maf.gz	22b51bc7b1f7bd405fc6c39485f53608	121073	released
